710.996,29.99451,268.6447
710.8306,29.99451,273.911
724.9464,29.99451,266.8409
728.1288,29.99451,267.151
748.5408,29.99451,255.7615
747.1224,29.99451,257.4389
770.1866,29.99451,247.6698
765.9199,29.99451,249.3484
763.654,29.99451,262.7193
762.5905,29.99451,259.7484
748.3693,29.99451,267.5918
740.2832,29.99451,230.9806
721.461,29.99451,209.5832
736.587,29.99451,208.3239
771.2886,29.99451,224.9522
742.1719,29.99451,246.4731
754.4931,29.99451,231.7199
758.5352,29.01805,205.6934
757.2724,29.99451,258.5208
746.5184,29.99451,254.5409
730.4886,29.99451,221.5835
742.5084,29.99451,235.2598
743.5326,29.99451,209.1476
725.9855,29.99451,257.1168
727.9258,29.99451,214.4259
730.4545,29.99451,209.3779
769.4756,29.99451,227.0532
743.4549,29.99451,243.1703
717.2183,29.99451,221.7417
759.8746,29.99451,233.3307
746.6489,29.99451,207.0005
752.5575,28.70443,202.0651
741.8801,29.99451,201.0979
727.9965,29.99451,227.3842
735.3138,29.99451,244.4095
730.5658,29.99451,238.2365
756.1852,29.99451,212.3359
739.1417,29.99451,221.3144
750.8492,29.99451,248.115
731.0303,29.99451,261.9646
756.8926,29.99451,233.8832
741.5992,29.99451,225.6982
723.7612,29.99451,212.7203
721.7421,29.99451,217.68
759.7626,29.99451,252.7159
759.7918,29.99451,256.0508
750.0829,29.99451,211.8004
749.2448,29.99451,235.8576
736.4109,29.99451,258.9883
734.1311,29.99451,206.4615
749.1861,29.99451,247.6489
721.6172,29.99451,234.0927
712.9603,29.99451,247.151
766.6285,29.99451,232.4687
724.8289,29.99451,258.5845
728.5144,29.99451,243.4198
751.5135,29.99451,232.3276
741.6688,29.99451,260.8045
759.4193,29.99451,218.6442
745.3382,29.99451,245.5039
724.2664,29.99451,211.3219
718.0814,29.99451,244.7427
747.1854,29.99451,225.1054
737.6364,29.99451,261.0204
758.6977,29.99451,212.3553
763.883,29.99451,226.0482
738.7724,29.99451,249.1004
747.173,29.99451,226.932
742.5323,29.99451,215.2014
733.3916,29.99451,234.3398
720.9638,29.99451,248.1308
721.7852,29.99451,255.7308
761.8063,29.99451,209.9654
718.6927,29.99451,209.2955
719.0661,29.99451,233.4045
717.3641,29.99451,241.563
714.7755,29.99451,231.0347
752.1204,29.99451,212.5242
744.4846,29.99451,256.172
735.4567,29.99451,205.2031
737.6028,29.99451,209.7879
714.2953,29.99451,228.6821
757.3064,29.99451,225.7793
758.1509,29.99451,210.2022
726.881,29.99451,197.5316
719.2407,29.99451,193.1601
724.2535,29.99451,195.5804
721.441,29.99451,203.9263
727.8259,29.18583,187.1007
722.9868,29.99451,201.639
782.9648,29.99451,242.7434
778.756,29.99451,246.731
782.9891,29.99451,248.027
776.7842,29.99451,235.2185
779.0919,29.99451,240.5412
785.163,29.99451,234.4356
777.6224,29.99451,236.8515
802.9606,29.99451,250.5942
804.0582,29.99451,247.3474
803.6967,29.99451,257.4255
806.8926,29.99451,243.418
806.9246,29.99451,244.9905
808.7093,29.99451,243.4532
798.038,29.99451,248.4703
792.0269,29.99451,240.8816
790.5844,29.99451,250.2225
798.73,29.99451,241.9713
796.5645,29.99451,233.825
799.5704,29.99451,246.7086
761.1486,29.99451,287.7421
754.155,29.99451,287.6333
757.4714,29.99451,295.8256
768.3976,29.99451,281.3737
769.3422,29.99451,283.453
756.1238,29.99451,285.0749
753.9279,29.99451,294.2809
775.1985,29.99451,292.5522
781.679,29.99451,293.7425
779.9554,29.99451,301.1254
783.95,29.99451,287.7243
773.9938,29.99451,302.844
781.382,29.99451,289.3657
769.9543,29.99451,294.8036
807.1491,29.99451,306.5531
810.089,29.99451,312.902
800.0795,29.99451,305.2831
817.1901,29.99451,308.0371
816.488,29.99451,306.7203
798.6722,29.99451,301.0584
808.9078,29.99451,304.0395
797.6013,29.99451,288.859
801.6534,29.99451,293.2111
798.5434,29.99451,279.6368
798.8807,29.99451,282.1607
803.7554,29.99451,287.3539
797.6899,29.99451,284.7635
807.2639,29.99451,268.7189
803.6035,29.99451,265.9279
806.3427,29.99451,265.4206
812.803,29.99451,272.4427
798.3031,29.99451,271.7099
806.0806,29.99451,258.5802
816.8372,29.99451,272.8644
816.887,29.99451,290.7427
819.9063,29.99451,297.2836
822.2208,29.99451,285.6243
825.6232,29.99451,289.2879
811.2072,29.99451,285.6699
817.2969,29.99451,284.227
818.4703,29.99451,295.5373
852.821,29.99451,302.7615
854.8314,29.99451,300.8963
854.926,29.99451,311.3837
855.5079,29.99451,294.5561
849.8044,29.99451,293.4819
